Web ID,Region,Reported Date,Reported Year,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Location Coordinates,Migration Route,URL,UNSD Geographical Grouping,Source Quality
51571,US-Mexico Border,"February 26, 2019",2019,Feb,1,,1,,1,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057701900000, -112.143021500000",Central America to US,http://www.humaneborders.info/,Northern America,5
52307,Sub-Saharan Africa,"February 25, 2019",2019,Feb,1,,1,,,1,,Unknown,"Kantchari, Burkina Faso, near border with Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.479276000000, 1.521893000000",,http://www.mixedmigration.org/4mi/,Western Africa,2
51510,US-Mexico Border,"February 25, 2019",2019,Feb,1,,1,,,1,,Presumed drowning,"Canal in Comanche Ranch, near Eagle Pass, Maverick County, Texas, USA",SuperChannel 12,"28.620958685162, -100.160775037960",Central America to US,"http://bit.ly/2XugCTn, https://bit.ly/2T5fozr",Northern America,3
51509,Mediterranean,"February 25, 2019",2019,Feb,1,,1,,,,,Presumed drowning,"Body recovered in Azzawya, Libya",IOM Libya,"32.799680261076, 12.740310887952",Central Mediterranean,,Uncategorized,4
53338,North Africa,"February 25, 2019",2019,Feb,3,,3,,1,1,,"Sickness and lack of access to medicines, Starvation, Dehydration, Excessive Physical Abuse, Sexual abuse","Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"27.022490000000, 14.440990000000",,,Northern Africa,2
51570,US-Mexico Border,"February 25, 2019",2019,Feb,1,,1,,1,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.331803200000, -112.524509300000",Central America to US,http://www.humaneborders.info/,Northern America,5
51569,US-Mexico Border,"February 25, 2019",2019,Feb,1,,1,,,1,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.802384100000, -110.262284200000",Central America to US,http://www.humaneborders.info/,Northern America,5
52309,North Africa,"February 25, 2019",2019,Feb,1,,1,,1,,1,"Sickness and lack of access to medicines, Harsh weather/lack of adequate shelter, Vehicle Accident","Unspecified location in the Sahara desert, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.180565000000, 25.365494000000",,http://www.mixedmigration.org/4mi/,Northern Africa,2
52829,US-Mexico Border,"February 25, 2019",2019,Feb,1,,1,,,1,,Hypothermia,"Near New River, Calexico, Imperial County, California, USA",Imperial County Coroner's Office,"32.680466978850, -115.448329124490",Central America to US,,Northern America,5
52308,North Africa,"February 25, 2019",2019,Feb,3,,3,,1,1,1,"Sickness and lack of access to medicines, Suffocation, Vehicle Accident, Excessive Physical Abuse","Atbara, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"17.736681000000, 34.037046000000",,http://www.mixedmigration.org/4mi/,Northern Africa,2
51519,South America,"February 24, 2019",2019,Feb,1,,1,,,1,1,"Pneumonia, Malnutrition","Hospital do Pronto Socorro Municipal, Belém, State of Pará, Brazil",O Liberal,"-1.439687700000, -48.480863500000",,https://t1p.de/txj8,South America,1
51507,Europe,"February 24, 2019",2019,Feb,2,,2,,,2,,Drowning,"Mreznica river, Karlovac, Croatia","ANSA Med, Vijesti","45.258959762239, 15.406393712910",Western Balkans,"http://bit.ly/2GNOUfo, http://bit.ly/2XgKQJw, https://bit.ly/2tFM837",Southern Europe,3
51506,Mediterranean,"February 24, 2019",2019,Feb,1,,1,,,,,Presumed drowning,"Body recovered in Azzawya, Libya",IOM Libya,"32.795883457110, 12.734512549273",Central Mediterranean,,Uncategorized,4
53337,North Africa,"February 23, 2019",2019,Feb,1,,1,,,1,,Sickness and lack of access to medicines,"Unspecified location in the desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"26.918393000000, 15.592092000000",,,Northern Africa,2
52306,Sub-Saharan Africa,"February 22, 2019",2019,Feb,1,,1,,,1,1,Sickness and lack of access to medicines,"Faya-Largeau, Chad",Mixed Migration Monitoring Mechanism Initiative (4Mi),"17.948809000000, 19.120111000000",,http://www.mixedmigration.org/4mi/,,2
51508,US-Mexico Border,"February 22, 2019",2019,Feb,1,,1,,,1,,Drowning,"Rio Bravo, near Eagle Pass, Maverick County, Texas, USA","US Border Patrol, Telemundo","28.718723271107, -100.506647433010",Central America to US,"https://bit.ly/2T5Uxwd, https://bit.ly/2EflH9l",Northern America,5
51568,US-Mexico Border,"February 22, 2019",2019,Feb,1,,1,,,1,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.331803200000, -112.524509300000",Central America to US,http://www.humaneborders.info/,Northern America,5
51505,North Africa,"February 22, 2019",2019,Feb,2,,2,,2,,,Unknown,"Bodies found in the municipality of Béni Bouifrour, Nador, Morocco","Association Marocaine des Droits Humains - Section Nador, Nador City","35.143072914540, -2.987014300369",,"http://bit.ly/2XhyX6h, http://bit.ly/2XoxWZZ, http://bit.ly/2BTMgAy",Northern Africa,4
51504,Mediterranean,"February 21, 2019",2019,Feb,1,,1,,,1,,Presumed drowning,"Found in boat in Punta del Guadalmesi, off the coast of Tarifa, Cádiz, Spain",IOM Spain,"36.004694276199, -5.509231863325",Western Mediterranean,https://bit.ly/2Sftid6,Uncategorized,4
51832,Middle East,"February 21, 2019",2019,Feb,1,,1,11,,1,,Vehicle Accident,"Highway near Enez, Edirne, Turkey","UNHCR, Haberturk","40.723671108132, 26.091135275222",,http://bit.ly/2JlaHew,Western Asia,4
52305,North Africa,"February 21, 2019",2019,Feb,1,,1,,1,,,"Sickness and lack of access to medicines, Harsh weather/lack of adequate shelter, Excessive Physical Abuse, Sexual abuse","Unspecified location in the Sahara desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"19.618357000000, 27.694968000000",,http://www.mixedmigration.org/4mi/,Northern Africa,2
52304,Sub-Saharan Africa,"February 21, 2019",2019,Feb,1,,1,,,1,,Shot or stabbed,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"17.012219000000, 7.981361000000",,http://www.mixedmigration.org/4mi/,Western Africa,2
53336,North Africa,"February 21, 2019",2019,Feb,2,,2,,,2,,Sickness and lack of access to medicines,"Kufra, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.848018000000, 21.993292000000",,,Northern Africa,2
51512,Middle East,"February 21, 2019",2019,Feb,3,,3,,3,,,Presumed drowning,"Afrin River near Davutpaşa district, Reyhanli/Hatay, Turkey",IOM Turkey,"36.919584700000, 37.034761500000",,,Western Asia,4
51498,US-Mexico Border,"February 21, 2019",2019,Feb,1,,1,,,1,,Vehicle Accident,"Otay Mesa, San Diego County, California, USA",NBC San Diego,"32.563023500000, -116.940790500000",Central America to US,"https://bit.ly/2Gz4viJ, https://bit.ly/2U0898m",Northern America,3
51503,US-Mexico Border,"February 20, 2019",2019,Feb,1,,1,,,1,,Drowning,"All-American Canal, Calexico, Imperial County, California, USA","La Opinión, La Crónica, Imperial County Coroner's Office","32.705996627134, -115.159694515790",Central America to US,"https://bit.ly/2E44gsi, https://bit.ly/2IwhW4P, https://bit.ly/2Tb94G2",Northern America,5
51725,US-Mexico Border,"February 20, 2019",2019,Feb,1,,1,,,,,Unknown (skeletal remains),"AP ranch, near FM 3066, Brooks County, Texas, USA",Brooks County Sheriff's Office,"27.175431600000, -98.266868900000",Central America to US,,Northern America,5
53335,North Africa,"February 20, 2019",2019,Feb,3,,3,,1,1,,"Sickness and lack of access to medicines, Starvation, Dehydration","Unspecified location in the desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"26.918393000000, 15.592092000000",,,Northern Africa,2
51497,US-Mexico Border,"February 19, 2019",2019,Feb,1,,1,2,1,,,Hit by vehicle,"Highway in Tijuana, near border wall, Baja California, Mexico",Zócalo,"32.542375795428, -116.999537459500",Central America to US,https://bit.ly/2BLE05A,Central America,3
51566,US-Mexico Border,"February 19, 2019",2019,Feb,1,,1,,,1,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",Central America to US,http://www.humaneborders.info/,Northern America,5
53333,North Africa,"February 19, 2019",2019,Feb,2,,2,,1,1,1,"Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"26.918393000000, 15.592092000000",,,Northern Africa,2
54630,Horn of Africa,"February 19, 2019",2019,Feb,1,,1,,1,,,Sickness and lack of access to healthcare,"Bosaso, Somalia",IOM Somalia,"11.275540700000, 49.187899400000",,,Eastern Africa,4
51496,Central America,"February 19, 2019",2019,Feb,1,,1,,,1,,Cardiac arrest,"Near Puente Rodolfo Robles, on border crossing point between Ciudad Hidalgo, Chiapas and Tecún Umán, Guatemala",Movimiento Migrante,"14.676488505722, -92.146375389048",,"https://bit.ly/2BJwkkh, https://bit.ly/2GTrgxd, https://bit.ly/2GSf8fU",Central America,4
52691,US-Mexico Border,"February 19, 2019",2019,Feb,1,,1,,,1,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.785496600000, -112.474102900000",Central America to US,http://www.humaneborders.info/,Northern America,5
52303,Sub-Saharan Africa,"February 19, 2019",2019,Feb,2,,2,,,2,,Vehicle Accident,"Bamako, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.699137000000, -8.023181000000",,http://www.mixedmigration.org/4mi/,Western Africa,2
51567,US-Mexico Border,"February 19, 2019",2019,Feb,1,,1,,,1,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",Central America to US,http://www.humaneborders.info/,Northern America,5
53334,North Africa,"February 19, 2019",2019,Feb,1,,1,,,1,,,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"27.022490000000, 14.440990000000",,,Northern Africa,2
51495,Central America,"February 18, 2019",2019,Feb,1,,1,,,1,,Hit by vehicle,"Carretera 57, near Villela, María del Río, San Luis Potosi, Mexico ",Plano Informativo,"22.164571000000, -100.938266000000",,https://bit.ly/2NiB7Ol,Central America,1
51524,Middle East,"February 18, 2019",2019,Feb,3,,3,,,3,,Presumed drowning,"Evros/Meriç river, between Paşaköy and Yenicegörece, Edirne, Greece-Turkey border","CNN Türk, Sabah","41.135599001556, 26.326539051871",,"https://t1p.de/ctn4, https://t1p.de/90ad, http://bit.ly/2vE2xt9, http://bit.ly/2ttndn6",Western Asia,3
52302,Sub-Saharan Africa,"February 18, 2019",2019,Feb,1,,1,,,1,,Vehicle Accident,"Bobo-Dioulasso, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"11.127705000000, -4.316257000000",,http://www.mixedmigration.org/4mi/,Western Africa,2
52301,Sub-Saharan Africa,"February 17, 2019",2019,Feb,3,,3,,,3,1,Vehicle Accident,"Koro, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.081062000000, -3.082222000000",,http://www.mixedmigration.org/4mi/,Western Africa,2
51501,US-Mexico Border,"February 17, 2019",2019,Feb,1,,1,,,1,,Unknown,"Baluarte-Lopez ranch in southwest Brooks County, Texas, USA",Brooks County Sheriff's Office,"27.159913500000, -98.466493800000",Central America to US,https://bit.ly/2BLavRs,Northern America,5
52300,Sub-Saharan Africa,"February 16, 2019",2019,Feb,1,,1,,,1,,Shot or stabbed,"Tema, Ghana",Mixed Migration Monitoring Mechanism Initiative (4Mi),"5.718123000000, 0.049000000000",,http://www.mixedmigration.org/4mi/,Western Africa,2
53332,North Africa,"February 16, 2019",2019,Feb,1,,1,,1,,,"Sickness and lack of access to medicines, Starvation, Dehydration","Unspecified location in the desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"26.918393000000, 15.592092000000",,,Northern Africa,2
52299,Sub-Saharan Africa,"February 16, 2019",2019,Feb,3,,3,,,3,,"Sickness and lack of access to medicines, Harsh weather/lack of adequate shelter","Kayes, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.482871000000, -11.407682000000",,http://www.mixedmigration.org/4mi/,Western Africa,2
53331,North Africa,"February 16, 2019",2019,Feb,1,,1,,,1,,Vehicle Accident,"Unspecified location, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"26.918393000000, 15.592092000000",,,Northern Africa,2
53330,North Africa,"February 16, 2019",2019,Feb,3,,3,,1,1,,"Sickness and lack of access to medicines, Starvation, Dehydration, Excessive Physical Abuse, Sexual abuse","Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"27.022490000000, 14.440990000000",,,Northern Africa,2
53329,Sub-Saharan Africa,"February 16, 2019",2019,Feb,1,,1,,,1,,Sickness and lack of access to medicines,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"16.973140000000, 7.989740000000",,,Western Africa,2
53328,Sub-Saharan Africa,"February 16, 2019",2019,Feb,1,,1,,1,,,Sickness and lack of access to medicines,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"16.973140000000, 7.989740000000",,,Western Africa,2
53327,Sub-Saharan Africa,"February 14, 2019",2019,Feb,2,,2,,,2,1,Vehicle Accident,"Unspecified location, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"22.741991000000, 12.592819000000",,,Western Africa,2
51494,Mediterranean,"February 14, 2019",2019,Feb,3,,3,,,,,Presumed drowning,"Bodies recovered in Al-Thalathin, Sirte, Libya",IOM Libya,"31.207914877621, 16.508365236703",Central Mediterranean,http://www.addresslibya.com/en/archives/41592,Uncategorized,4
52298,Sub-Saharan Africa,"February 14, 2019",2019,Feb,1,,1,,,1,,Sickness and lack of access to medicines,"Koro, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.081062000000, -3.082222000000",,http://www.mixedmigration.org/4mi/,Western Africa,2
51500,US-Mexico Border,"February 14, 2019",2019,Feb,1,,1,,,,,Unknown (skeletal remains),"Cage ranch, near US Highway 281, southwest of Falfurrias, Brooks County, Texas, USA",Brooks County Sheriff's Office,"27.066310800000, -98.166833700000",Central America to US,https://bit.ly/2BLavRs,Northern America,5
51477,Mediterranean,"February 14, 2019",2019,Feb,1,,1,,,1,1,Unknown,"Port of Ceuta, Spain",20 Minutos,"35.893361197022, -5.320987701416",Western Mediterranean,"https://bit.ly/2GTySj8, https://bit.ly/2GviGp1, https://bit.ly/2SIxdUX",Uncategorized,3
51476,US-Mexico Border,"February 14, 2019",2019,Feb,1,,1,,,1,,Drowning,"Rio Bravo, between International Bridge 1 and 2, near Eagle Pass, Maverick County, Texas, USA",US Border Patrol,"28.700360570000, -100.510757707230",Central America to US,"https://bit.ly/2NcNdIN, https://bit.ly/2Gx7YOJ, https://bit.ly/2Gvn6wc",Northern America,5
51472,Mediterranean,"February 13, 2019",2019,Feb,,1,1,,1,,1,Presumed drowning,"Off the coast of Tsonia, Lesvos, Greece","Hellenic Coast Guard via IOM Greece, Aegean Boat Report, Ekathimerini","39.417612220935, 26.393699500607",Eastern Mediterranean,"http://hcg.gr/node/19584, https://bit.ly/2tnHIxH, https://bit.ly/2S0gfft",Uncategorized,5
51471,Central America,"February 13, 2019",2019,Feb,1,,1,7,,1,,Vehicle Accident,"Highway Morelia-Salamanca, near Cuitzeo, Michoacán, Mexico",MVS Noticias,"19.984811631957, -101.150053343960",,https://bit.ly/2GqGZEM,Central America,1
51470,US-Mexico Border,"February 13, 2019",2019,Feb,,1,1,1,,1,,Presumed drowning,"Río Bravo, near International Bridge Reynosa-Hidalgo, Tamaulipas, Mexico","El Mañana, Hora Cero","26.094483422113, -98.270738236367",Central America to US,"https://bit.ly/2TL8ITj, https://bit.ly/2tkUcpN",Central America,3
52297,North Africa,"February 13, 2019",2019,Feb,1,,1,,,1,,"Sickness and lack of access to medicines, Starvation, Dehydration, Suffocation","Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.853192000000, 18.951927000000",,http://www.mixedmigration.org/4mi/,Northern Africa,2
52296,Sub-Saharan Africa,"February 12, 2019",2019,Feb,3,,3,,,3,1,Shot or stabbed,"Malbo, Dori, Burkina Faso, near border with Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"13.901389000000, -0.178889000000",,http://www.mixedmigration.org/4mi/,Western Africa,2
52295,Sub-Saharan Africa,"February 11, 2019",2019,Feb,4,,4,,1,1,,Starvation,"Oursi, Burkina Faso, near border with Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.679170000000, -0.468035000000",,http://www.mixedmigration.org/4mi/,Western Africa,2
53326,Sub-Saharan Africa,"February 11, 2019",2019,Feb,1,,1,,,1,,Vehicle Accident,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"16.973140000000, 7.989740000000",,,Western Africa,2
53325,Sub-Saharan Africa,"February 11, 2019",2019,Feb,2,,2,,,2,,Sickness and lack of access to medicines,"Unspecified location, Chad",Mixed Migration Monitoring Mechanism Initiative (4Mi),"18.732206000000, 15.454166000000",,,,2
51582,Mediterranean,"February 11, 2019",2019,Feb,,3,3,9,,,,Presumed drowning,"Unspecified location off the coast of Tangiers, Morocco",Alarm Phone,"35.876466418300, -5.812712909613",Western Mediterranean,http://bit.ly/2CEUVaB,Uncategorized,4
51499,US-Mexico Border,"February 11, 2019",2019,Feb,1,,1,,1,,,Unknown (skeletal remains),"Cage ranch, near US Highway 281, southwest of Falfurrias, Brooks County, Texas, USA",Brooks County Sheriff's Office,"27.083922600000, -98.182742600000",Central America to US,https://bit.ly/2BLavRs,Northern America,5
51610,Middle East,"February 10, 2019",2019,Feb,2,,2,,,,,Shot,"Syria-Turkey border, Idlib province, Syria",Syrian Observatory for Human Rights,"36.110767146829, 36.380033823202",,http://www.syriahr.com/en/?p=116049,Western Asia,4
52294,North Africa,"February 10, 2019",2019,Feb,16,,16,,2,1,1,"Sickness and lack of access to medicines, Starvation, Excessive Physical Abuse, Sexual abuse",Unspecified location on the Tunisia-Libya border,Mixed Migration Monitoring Mechanism Initiative (4Mi),"30.792592000000, 10.175685000000",,http://www.mixedmigration.org/4mi/,Northern Africa,2
53324,North Africa,"February 10, 2019",2019,Feb,1,,1,,,1,,"Starvation, Dehydration","Unspecified location in the desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"25.131601000000, 13.559627000000",,,Northern Africa,2
53320,North Africa,"February 09, 2019",2019,Feb,3,,3,,1,1,,"Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"25.499053000000, 16.317201000000",,,Northern Africa,2
52293,Sub-Saharan Africa,"February 09, 2019",2019,Feb,1,,1,,,1,,Sickness and lack of access to medicines,"Between Koutiala, Mali and Bobo-Dioulasso, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.065762000000, -4.678001000000",,http://www.mixedmigration.org/4mi/,Western Africa,2
51466,Mediterranean,"February 09, 2019",2019,Feb,2,3,5,13,,,,Presumed drowning,"13 nautical miles off the coast of Kristel, commune de Gdyel, province of Oran, Algeria","Algérie360, El Watan, Huffington Post Maghreb","35.850585778575, -0.543309022656",Western Mediterranean,"https://bit.ly/2GAMNuA, https://bit.ly/2Bp20vl, https://bit.ly/2E4Fppu",Uncategorized,3
53323,North Africa,"February 09, 2019",2019,Feb,1,,1,,,1,,,"Kufra, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"23.848018000000, 21.993292000000",,,Northern Africa,2
53322,North Africa,"February 09, 2019",2019,Feb,2,,2,,2,,,"Sickness and lack of access to medicines, Starvation, Dehydration","Unspecified location, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"25.499053000000, 16.317201000000",,,Northern Africa,2
53321,North Africa,"February 09, 2019",2019,Feb,1,,1,,1,,,"Sickness and lack of access to medicines, Sexual abuse","Tripoli, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"32.895340000000, 13.181050000000",,,Northern Africa,2
51463,Europe,"February 08, 2019",2019,Feb,1,,1,,,1,,Hypothermia,"Vodni dol forest area, south of Pasjak/Rupa border crossing, Croatia ","Police Administration Primorje-Gorski kotar County, TV Istria, N1 news portal, Net.hr news portal, Vijesti.hr news portal","45.440507100000, 14.194309800000",Western Balkans,"https://bit.ly/2E2WBf0, https://bit.ly/2SI5nY, https://bit.ly/2TJzs6I, https://bit.ly/2DDbraX, https://bit.ly/2SETUbM",Southern Europe,5
52288,North Africa,"February 08, 2019",2019,Feb,14,,14,,2,2,2,Vehicle Accident,Unspecified location in Algeria,Mixed Migration Monitoring Mechanism Initiative (4Mi),"20.050684000000, 5.543735000000",,http://www.mixedmigration.org/4mi/,Northern Africa,2
52287,Sub-Saharan Africa,"February 08, 2019",2019,Feb,3,,3,,1,1,1,Vehicle Accident,"Ayame, CÙte d'Ivoire",Mixed Migration Monitoring Mechanism Initiative (4Mi),"5.600909000000, -3.161187000000",,http://www.mixedmigration.org/4mi/,Western Africa,2
52292,Sub-Saharan Africa,"February 08, 2019",2019,Feb,2,,2,,,2,2,Vehicle Accident,"Bamako, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.699137000000, -8.023181000000",,http://www.mixedmigration.org/4mi/,Western Africa,2
52291,Sub-Saharan Africa,"February 08, 2019",2019,Feb,1,,1,,,1,,Sickness and lack of access to medicines,"Bamako, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.699137000000, -8.023181000000",,http://www.mixedmigration.org/4mi/,Western Africa,2
52290,Sub-Saharan Africa,"February 08, 2019",2019,Feb,4,,4,,1,1,,Unknown,"Bambara MaoudÈ, near Timbuktu, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"15.843984000000, -2.786168000000",,http://www.mixedmigration.org/4mi/,Western Africa,2
52289,North Africa,"February 08, 2019",2019,Feb,7,,7,,,7,,"Excessive Physical Abuse, Sexual abuse",Unspecified location in Algeria,Mixed Migration Monitoring Mechanism Initiative (4Mi),"20.050684000000, 5.543735000000",,http://www.mixedmigration.org/4mi/,Northern Africa,2
51461,Europe,"February 07, 2019",2019,Feb,1,,1,,,1,,Hypothermia,"Highway RN 94 between Briançon and Montgenèvre, near Val-des-Près, Hautes-Alpes, France","Ouest-France, La Provence","44.920683173838, 6.673599624343",Italy to France,"https://bit.ly/2SwKkb0, https://bit.ly/2GuEPDe, https://bit.ly/2TBu0Tz",Western Europe,3
53319,Sub-Saharan Africa,"February 07, 2019",2019,Feb,2,,2,,1,1,,Sickness and lack of access to medicines,"Unspecified location, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"21.377620000000, 11.384345000000",,,Western Africa,2
52690,US-Mexico Border,"February 07, 2019",2019,Feb,1,,1,,,1,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.771430100000, -112.542499900000",Central America to US,http://www.humaneborders.info/,Northern America,5
51465,Central America,"February 07, 2019",2019,Feb,1,,1,,,1,,Murdered,"Bulevar Nazario Ortiz, Colonia Virreyes Residencial, Saltillo, Coahuila, Mexico","Vanguardia, El Siglo deTorreón","25.463711663602, -100.979898450230",,"https://bit.ly/2I33j8Z, https://bit.ly/2DxJWzc",Central America,3
51464,US-Mexico Border,"February 07, 2019",2019,Feb,1,,1,,,1,,Presumed drowning,"Río Bravo, near Las Piedritas, Camargo, Tamaulipas, Mexico",La Tarde,"26.365378242149, -98.813139596667",Central America to US,https://bit.ly/2UQfBTy,Central America,1
51511,Mediterranean,"February 06, 2019",2019,Feb,1,,1,,,1,1,Presumed drowning,"Body recovered on Plage El Djebel, between El Kala and Messida, wilaya of El Tarf, Algeria","El Watan, Interlignes, Algérie 360","36.902592327412, 8.477123270827",Central Mediterranean,"http://bit.ly/2XuWd0y, http://bit.ly/2EyL0U0, http://bit.ly/2SJhIXY",Uncategorized,3
54629,Horn of Africa,"February 06, 2019",2019,Feb,1,,1,1,,1,,Violence,"Moqor, Somalia",IOM Somalia,"0.934217000000, 43.560694600000",,,Eastern Africa,4
51460,Mediterranean,"February 06, 2019",2019,Feb,1,2,3,42,,,,Presumed drowning,"Unspecified location in the Gibraltar Strait, off the coast of Tangiers, Morocco",Caminando Fronteras,"35.866177998708, -5.878967760331",Western Mediterranean,"https://bit.ly/2GrSUkA, https://bit.ly/2DYWfpP, https://www.facebook.com/helena.malenogarzon/posts/2297533730278931",Uncategorized,4
51456,North Africa,"February 05, 2019",2019,Feb,8,,8,25,2,1,,Vehicle Accident,"Road in Driouech, Nador, Morocco","Ali Zoubeidi, Rue20, Alarm Phone Sahara","34.960378300119, -3.380756396653",,"https://bit.ly/2TCNIy3, https://bit.ly/2MTbEe1, https://bit.ly/2Prlsx5",Northern Africa,3
53318,North Africa,"February 05, 2019",2019,Feb,1,,1,,,1,,Sickness and lack of access to medicines,"Umm Al Aranib, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"26.140951000000, 14.735026000000",,,Northern Africa,2
51459,Europe,"February 05, 2019",2019,Feb,1,,1,1,,1,,Fire,"Building in Prijedorska street, Sarajevo, Bosnia and Herzegovina",Europa Press,"43.845373700000, 18.369193500000",Western Balkans,https://bit.ly/2Ddj2MW,Southern Europe,1
51455,North Africa,"February 04, 2019",2019,Feb,1,,1,,,1,,Hypothermia,"Unspecified location on the Morocco-Algeria border, near Oujda, Morocco",Alarm Phone Sahara,"34.705746117811, -1.775936609354",,"https://www.facebook.com/AlarmePHONESahara/posts/1998083073834939, https://bit.ly/2SGznU1",Northern Africa,4
52286,Sub-Saharan Africa,"February 04, 2019",2019,Feb,1,,1,,1,,,Unknown,"Niamey, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"13.561406000000, 2.160966000000",,http://www.mixedmigration.org/4mi/,Western Africa,2
51458,US-Mexico Border,"February 04, 2019",2019,Feb,1,,1,,,1,,Presumed drowning,"Río Bravo, near Guardados de Arriba, Miguel Alemán, Tamaulipas, México",El Mañana,"26.378453484173, -98.956549230533",Central America to US,https://bit.ly/2DXHB2c,Central America,1
51454,North Africa,"February 03, 2019",2019,Feb,3,,3,,,,,Hypothermia,"Near Osfour mountain range, on the Morocco-Algeria border, near Oujda, Morocco",Alarm Phone Sahara,"34.667391957446, -1.812885234328",,https://www.facebook.com/AlarmePHONESahara/posts/1998083073834939,Northern Africa,4
52285,Sub-Saharan Africa,"February 03, 2019",2019,Feb,1,,1,,1,,1,Sickness and lack of access to medicines,"Yamoussoukro, CÙte d'Ivoire",Mixed Migration Monitoring Mechanism Initiative (4Mi),"6.764231000000, -5.249555000000",,http://www.mixedmigration.org/4mi/,Western Africa,2
51493,Europe,"February 03, 2019",2019,Feb,1,,1,,,1,,Hit by vehicle,"Velika Kladuša, Una-Sana, Bosnia and Herzegovi","El Dario, Ministry of Internal Affairs of Una-Sana Canton ","45.183837300000, 15.806545400000",Western Balkans,https://bit.ly/2GT8uWZ,Southern Europe,4
51457,Central America,"February 03, 2019",2019,Feb,1,,1,4,,1,,Shot,"KM 22 Highway Tenosique-El Ceibo, near Emiliano Zapata, Tabasco, Mexico",Migrant Shelter La 72,"17.728169900000, -91.758994100000",,https://bit.ly/2GtM2mQ,Central America,4
52282,Sub-Saharan Africa,"February 02, 2019",2019,Feb,1,,1,,1,,,Sickness and lack of access to medicines,"Fada, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.051544000000, 0.372453000000",,http://www.mixedmigration.org/4mi/,Western Africa,2
